"t","g","y","pres","gop","s","l"
-53,0,0.194373075622954,0.0717003096613297,0.00760448772898289,0,0
-53,1,0.115203044057766,0.00869456936285024,0.00217364234071256,0,0
-52,0,0.703161885598224,0.192128246495583,0.0273601795531342,0,0
-52,1,0.439619163409115,0.0211930128219475,0.0168457281405223,0,0
-51,0,0.738981881141412,0.216896900968003,0.0386544251554766,0,0
-51,1,0.483092010223366,0.0358650986217572,0.0190193704812349,0,0
-50,0,0.807849391422208,0.254901407063606,0.0501415815155573,0,0
-50,1,0.493416811341751,0.0201061916515912,0.0244534763330163,0,0
-49,0,1.0472174069085,0.270627709398662,0.0502801512147778,0,0
-49,1,0.581992736725788,0.027170529258907,0.0369519197921135,0,0
-48,0,0.923218175708453,0.190447477555627,0.0348472905957186,0,0
-48,1,0.510805950067452,0.0228232445774819,0.0217364234071256,0,0
-47,0,0.565665965694111,0.128673105643161,0.0241046067373319,0,0
-47,1,0.364628502654532,0.0184759598960568,0.0114116222887409,0,0
-46,0,0.815953816889555,0.140101573660043,0.019980663806415,0,0
-46,1,0.422773435268593,0.019562781066413,0.0054341058517814,0,0
-45,0,5.59571996368748,0.145296578854346,0.0271574874048627,0,0
-45,1,0.3504998274399,0.0168457281405223,0.0152154963849879,0,0
-44,0,0.67311617093314,0.119248192453832,0.0266227713890474,0,0
-44,1,0.310830854721896,0.0163023175553442,0.00978139053320652,0,0
-43,0,0.540610933843302,0.15496548339642,0.0171614496905108,0,0
-43,1,0.360281217973107,0.0124984434590972,0.0130418540442754,0,0
-42,0,0.479431053111021,0.130578846565381,0.0231449436439073,0,0
-42,1,0.29507194775173,0.0201061916515912,0.00163023175553442,0,0
-41,0,0.332571625413703,0.123547113593176,0.00994441370875996,0,0
-41,1,0.290181252485127,0.02336665516266,0.00380387409624698,0,0
-40,0,0.41126508589569,0.1528581371471,0.0130690245735343,0,0
-40,1,0.33582774164009,0.0108682117035628,0.00869456936285024,0,0
-39,0,0.416701365389812,0.134000703020248,0.0158942162058754,0,0
-39,1,0.298332411262799,0.02336665516266,0.0054341058517814,0,0
-38,0,0.392483185840178,0.150635587853721,0.0188873217090366,0,0
-38,1,0.293441715996196,0.0179325493108786,0.00978139053320652,0,0
-37,0,0.402761253648238,0.126573367142033,0.0167473708246051,0,0
-37,1,0.328763404032775,0.0206496022367693,0.0108682117035628,0,0
-36,0,0.399284512724268,0.105944957918086,0.0192975967008461,0,0
-36,1,0.271161882003892,0.0168457281405223,0.0124984434590972,0,0
-35,0,0.435030604427871,0.107393690538171,0.0270933649558117,0,0
-35,1,0.261923902055863,0.0141286752146316,0.00652092702213768,0,0
-34,0,0.451275320461186,0.139362535264201,0.0302446029392597,0,0
-34,1,0.330937046373487,0.0255402975033726,0.00652092702213768,0,0
-33,0,0.383983157466822,0.122586907089166,0.0295321916620912,0,0
-33,1,0.355390522706504,0.0179325493108786,0.00978139053320652,0,0
-32,0,0.41553520627402,0.159482312180421,0.024153513689998,0,0
-32,1,0.455921480964459,0.0418426150587168,0.0119550328739191,0,0
-31,0,0.41701600011863,0.110506889780656,0.0163082950717812,0,0
-31,1,0.314091318232965,0.0282573504292633,0.0168457281405223,0,0
-30,0,0.358493940558456,0.107754515166729,0.0252522898932282,0,0
-30,1,0.33582774164009,0.0206496022367693,0.0168457281405223,0,0
-29,0,0.516928013720068,0.166768904717075,0.0336735237317338,0,0
-29,1,0.456464891549638,0.0277139398440851,0.0103248011183847,0,0
-28,0,0.477216111565835,0.125071380284601,0.0430718098023897,0,0
-28,1,0.355933933291682,0.030974403355154,0.0266271186737289,0,0
-27,0,0.385513945085269,0.134394132283917,0.0328388450729002,0,0
-27,1,0.354847112121325,0.0293441715996196,0.0206496022367693,0,0
-26,0,0.440540244350992,0.16585543152339,0.0260918592473284,0,0
-26,1,0.423860256438949,0.0336914562810447,0.0228232445774819,0,0
-25,0,0.42601270576684,0.121568555652542,0.0314830356628807,0,0
-25,1,0.395602906009686,0.0358650986217572,0.0179325493108786,0,0
-24,0,0.5068042745182,0.11918298318361,0.0569668184653948,0,0
-24,1,0.409731581224318,0.0374953303772917,0.0255402975033726,0,0
-23,0,0.560618224768391,0.12815143148139,0.04096772401658,0,0
-23,1,0.372236250847026,0.0211930128219475,0.0277139398440851,0,0
-22,0,0.622220335525355,0.167918218104727,0.0289186811114251,0,0
