"t","g","y","pres","gop","s","l"
-53,0,0.124200982147071,0.00834820778064487,0.0061395285437021,0,0
-53,1,0.153552840208802,0.00827220687993546,0.00206805171998387,0,0
-52,0,0.209147499077733,0.0367410068572333,0.0175298404044432,0,0
-52,1,0.15251881434881,0.0201635042698427,0.016027400829875,0,0
-51,0,0.217560850487558,0.0293389327384811,0.0193776446162488,0,0
-51,1,0.130804271288979,0.0341228533797338,0.0180954525498588,0,0
-50,0,0.169306999705174,0.0344180677627615,0.0202333010153921,0,0
-50,1,0.159239982438758,0.0191294784098508,0.0232655818498185,0,0
-49,0,0.229442324631795,0.0476375713698283,0.0225505529676341,0,0
-49,1,0.131838297148971,0.0258506464997983,0.0351568792397257,0,0
-48,0,0.189674724082365,0.027683974349564,0.0146542144878057,0,0
-48,1,0.145022126863869,0.0217145430598306,0.0206805171998387,0,0
-47,0,0.205903759954939,0.01409894260099,0.0093051987140674,0,0
-47,1,0.113742844599113,0.0175784396198629,0.0108572715299153,0,0
-46,0,0.170303025114811,0.016400684165332,0.0161949130191936,0,0
-46,1,0.161566540623739,0.0186124654798548,0.00517012929995966,0,0
-45,0,0.146406428983933,0.0150094023707129,0.0123297243545438,0,0
-45,1,0.182505564288576,0.016027400829875,0.0144763620398871,0,0
-44,0,0.160396540363159,0.0184413342000261,0.0139557300193811,0,0
-44,1,0.224125105153251,0.015510387899879,0.00930623273992739,0,0
-43,0,0.123900597634743,0.00983358592852328,0.00722008556739367,0,0
-43,1,0.0878921980993143,0.0118912973899072,0.0124083103199032,0,0
-42,0,0.150059383840819,0.0137732244550925,0.0122196006004547,0,0
-42,1,0.0977154437692376,0.0191294784098508,0.0015510387899879,0,0
-41,0,0.168695890421919,0.0178069593349211,0.0100104043505819,0,0
-41,1,0.0992664825592255,0.0222315559898266,0.00361909050997176,0,0
-40,0,0.151427400053589,0.0167993011343589,0.008202927147316,0,0
-40,1,0.0814295364743647,0.0103402585999193,0.00827220687993546,0,0
-39,0,0.202847955032197,0.0140886023423901,0.00912941431786877,0,0
-39,1,0.163376085878725,0.0222315559898266,0.00517012929995966,0,0
-38,0,0.163346357635251,0.0208175256262876,0.0115707493733097,0,0
-38,1,0.152260307883812,0.0170614266898669,0.00930623273992739,0,0
-37,0,0.167879527005455,0.00882747876675113,0.0103935109317089,0,0
-37,1,0.130287258358984,0.0196464913398467,0.0103402585999193,0,0
-36,0,0.119645581220877,0.0138176875670722,0.0136036442140539,0,0
-36,1,0.112191805809125,0.016027400829875,0.0118912973899072,0,0
-35,0,0.167280567526055,0.0179661993173598,0.0131796936114572,0,0
-35,1,0.211975301298346,0.0134423361798951,0.0062041551599516,0,0
-34,0,0.225297948984947,0.0244345480845394,0.0189469728455622,0,0
-34,1,0.166478163458701,0.0242996077098104,0.0062041551599516,0,0
-33,0,0.181414149993355,0.0138538784721719,0.0178281568650509,0,0
-33,1,0.132355310078967,0.0170614266898669,0.00930623273992739,0,0
-32,0,0.187740320204785,0.0121880628117249,0.0144355180184174,0,0
-32,1,0.328820223477435,0.0398099956096894,0.0113742844599113,0,0
-31,0,0.223538295477706,0.0115469667785299,0.0143295303677682,0,0
-31,1,0.167770695783691,0.0268846723597902,0.016027400829875,0,0
-30,0,0.169563955131382,0.00969554347621436,0.0159084878559759,0,0
-30,1,0.168287708713687,0.0196464913398467,0.016027400829875,0,0
-29,0,0.211542819982405,0.0162926284629629,0.0191511929529106,0,0
-29,1,0.154845372533792,0.0263676594297943,0.00982324566992336,0,0
-28,0,0.204023383928543,0.0128477713103998,0.0250363511350547,0,0
-28,1,0.257989452067987,0.0294697370097701,0.0253336335698023,0,0
-27,0,0.234832442933468,0.0120107273767363,0.0176270388352825,0,0
-27,1,0.435324887056604,0.0279186982197822,0.0196464913398467,0,0
-26,0,0.265131468682951,0.0324740991459766,0.0183803266742866,0,0
-26,1,0.204220107348407,0.0320548016597499,0.0217145430598306,0,0
-25,0,0.77030014946564,0.0164389431221517,0.0237355466031848,0,0
-25,1,0.277118930477838,0.0341228533797338,0.0170614266898669,0,0
-24,0,0.208353884230189,0.0162357570406633,0.0363547981985264,0,0
-24,1,0.30116003172265,0.0356738921697217,0.0242996077098104,0,0
-23,0,0.213616041831688,0.0217248833184305,0.0232164656214689,0,0
-23,1,0.267812697737911,0.0201635042698427,0.0263676594297943,0,0
-22,0,0.206807498556572,0.0340003213153247,0.0248915875146558,0,0
-22,1,0.236274909008157,0.0274016852897862,0.015510387899879,0,0
-21,0,0.287008612309266,0.0190126334876717,0.0266458123861321,0,0
-21,1,0.432739822406624,0.0351568792397257,0.0217145430598306,0,0
-20,0,0.296193605517109,0.0242649678435007,0.0557329598277052,0,0
-20,1,0.493747348146148,0.0501502542096087,0.116844922179088,0,0
-19,0,0.233545597750708,0.0223189311749959,0.0332971837305302,0,0
-19,1,0.477202934386277,0.0599734998795321,0.0971984308392417,0,0
-18,0,0.279042994096818,0.0161318374417341,0.0138595656144019,0,0
-18,1,0.298316460607673,0.0289527240797741,0.014993374969883,0,0
-17,0,0.284261205599267,0.0162016341872836,0.0146604186429656,0,0
-17,1,0.368113206157128,0.0284357111497781,0.00878921980993143,0,0
-16,0,0.31981618479509,0.0201583341405427,0.0273742836044964,0,0
-16,1,0.450835274956483,0.0336058404497378,0.0248166206398064,0,0
-15,0,0.249658305714032,0.0238803102235837,0.0169275203409979,0,0
-15,1,0,0.0475651895596289,0.030503762869762,0,0
-14,0,0.2453978606644,0.0287697015025555,0.0153335694778204,0,0
-14,1,0.368113206157128,0.0594564869495361,0.015510387899879,0,0
-13,0,0.390498573493628,0.0197038797750763,0.0236455863533655,0,0
-13,1,0.422658070271702,0.0367079180297136,0.0165444137598709,0,0
-12,0,0.290780997152981,0.0167176130914196,0.0231187501776996,0,0
-12,1,0.077034926569399,0.0211975301298346,0.0170614266898669,0,0
-11,0,0.309102642859713,0.0167212321819295,0.0137949389981524,0,0
-11,1,0,0.0372249309597096,0.0206805171998387,0,0
-10,0,0.775968937736581,0.0189071628499525,0.0279274874395921,0,0
-10,1,0.226451663338233,0.0372249309597096,0.030503762869762,0,0
-9,0,0.365292900624,0.0221260853521074,0.040114516225457,0,0
-9,1,0.603354089305293,0.0268846723597902,0.046014150769641,0,0
-8,0,0.2788186104852,0.0159426107093556,0.0258304829955285,0,0
-8,1,0.431188783616636,0.0206805171998387,0.0263676594297943,0,0
-7,0,0.222922016065151,0.0116276207956093,0.0227315074931327,0,0
-7,1,0.391120281541949,0.014993374969883,0.0263676594297943,0,0
-6,0,0.201755248204651,0.00965780153232465,0.0213004157029038,0,0
-6,1,0.368113206157128,0.0129253232498992,0.016027400829875,0,0
-5,0,0.203419512826308,0.0180861463171189,0.0308170727053396,0,0
-5,1,0.215077378878322,0.0139593491098911,0.0227485689198225,0,0
-4,0,0.193663737343749,0.0201598851793327,0.031654633651933,0,0
-4,1,0.362426063927172,0.0113742844599113,0.0222315559898266,0,0
-3,0,0.158710561198442,0.040247388548466,0.0242804782314006,0,0
-3,1,0.284615617962779,0.0129253232498992,0.0118912973899072,0,0
-2,0,0.328917938921204,0.0391099601024749,0.0225340085538742,0,0
-2,1,0.329337236407431,0.0165444137598709,0.0118912973899072,0,0
-1,0,0.428730387134505,0.0507737718031839,0.0627612335980703,0,0
