"t","g","y","pres","gop","s","l"
37,0,0.299058203894504,0.106749485215199,0.111460795164211,0,1
37,1,1.19911352617937,0,0.0567627704700293,0,1
38,0,0.303751775477745,0.0465170904001891,0.0863929366553847,0,1
38,1,1.13525540940059,0,0.0567627704700293,0,1
39,0,0.422772662133933,0.12240181917231,0.0655113324687226,0,1
39,1,1.02882521476928,0.021286038926261,0.063858116778783,0,1
40,0,0.304188139275733,0.116562349160205,0.0707902701224354,0,1
40,1,1.01463452215177,0.021286038926261,0.042572077852522,0,1
41,0,0.293151328092467,0.0888337357855959,0.0949995917279029,0,1
41,1,1.24168560403189,0.0141906926175073,0.0922395020137977,0,1
42,0,0.33409502396713,0.0529880462337724,0.124863904341447,0,1
42,1,0.943681059064238,0,0.106430194631305,0,1
43,0,0.26947770513331,0.0578909305331212,0.124225323173659,0,1
43,1,1.17073214094436,0.0141906926175073,0.0496674241612757,0,1
44,0,0.31792472972948,0.0839805189104084,0.10332952829438,0,1
44,1,1.01463452215177,0.00709534630875367,0.085144155705044,0,1
45,0,0.506696418273871,0.0603672063948762,0.0919840695466826,0,1
45,1,1.13170773624621,0,0.063858116778783,0,1
46,0,0.269027150642704,0.0641490259774419,0.05072463076128,0,1
46,1,1.35521114497195,0,0.021286038926261,0,1
47,0,0.286598775776333,0.0867689900097486,0.0977383954030818,0,1
47,1,0.596009089935308,0,0.0496674241612757,0,1
48,0,0.276995224547434,0.143113135047561,0.0607574504418577,0,1
48,1,1.00753917584302,0,0.0354767315437683,0,1
49,0,0.370746035324997,0.0853286347090716,0.0568053425478819,0,1
49,1,1.7312644993359,0,0.042572077852522,0,1
50,0,0.292470174846826,0.0994909459413439,0.0525126580310859,0,1
50,1,0.972062444299253,0,0.021286038926261,0,1
51,0,0.393983294486165,0.0958794146701883,0.0624532382096498,0,1
51,1,1.21330421879688,0.0496674241612757,0.0922395020137977,0,1
52,0,0.538962505612929,0.0329011208336908,0.0186181887141696,0,1
52,1,2.58980140269509,0,0.0496674241612757,0,1
