"t","g","y","pres","gop","s","l"
-53,0,0.166386649238357,0.0768026955307847,0.00790192650794617,0,0
-53,1,0.17271970509172,0.0143933087576433,0,0,0
-52,0,0.720471463172593,0.225125742278299,0.0272321401694611,0,0
-52,1,0.518159115275159,0.0143933087576433,0.0143933087576433,0,0
-51,0,0.689540242652418,0.297193039227819,0.0496569152138694,0,0
-51,1,0.748452055397452,0.12953977881879,0.0143933087576433,0,0
-50,0,0.695239992920444,0.270148012072207,0.0497432750664153,0,0
-50,1,0.618912276578662,0.12953977881879,0.0575732350305732,0,0
-49,0,0.972656625915261,0.414368965823793,0.0783139929503372,0,0
-49,1,0.820418599185668,0.0719665437882165,0.0719665437882165,0,0
-48,0,0.823412407407258,0.275574289473839,0.0533128156383108,0,0
-48,1,0.690878820366879,0.0575732350305732,0.0431799262729299,0,0
-47,0,0.514632754629536,0.218288920618418,0.0363862845393223,0,0
-47,1,0.446192571486942,0.115146470061146,0.0143933087576433,0,0
-46,0,0.650059396730202,0.192064312061992,0.0545794268089834,0,0
-46,1,0.806025290428025,0.100753161303503,0.0863598525458598,0,0
-45,0,1.04584660094788,0.1988579537956,0.0260950687776073,0,0
-45,1,0.575732350305732,0.100753161303503,0.0287866175152866,0,0
-44,0,0.723350124924122,0.184493431655472,0.0247564910631465,0,0
-44,1,0.460585880244586,0.0863598525458598,0.0431799262729299,0,0
-43,0,0.75854176483656,0.305181325588311,0.0251019304733299,0,0
-43,1,0.561339041548089,0.100753161303503,0.0431799262729299,0,0
-42,0,0.501491663733808,0.177814936391925,0.0303554881698697,0,0
-42,1,0.431799262729299,0.0287866175152866,0,0,0
-41,0,0.373765441818481,0.185659289664841,0.00673606849857707,0,0
-41,1,0.518159115275159,0.0287866175152866,0.0143933087576433,0,0
-40,0,0.510818527808761,0.173698450087239,0.03365155587537,0,0
-40,1,0.590125659063375,0.0575732350305732,0.0143933087576433,0,0
-39,0,0.492006473262521,0.175483220373187,0.0181211757258729,0,0
-39,1,0.431799262729299,0.0575732350305732,0,0,0
-38,0,0.411303191058415,0.192841550734905,0.023605026362535,0,0
-38,1,0.518159115275159,0.0431799262729299,0.0287866175152866,0,0
-37,0,0.443832068850689,0.145559531466047,0.0477282118403452,0,0
-37,1,0.503765806517516,0.0575732350305732,0.0431799262729299,0,0
